player_rank,player,first_year,last_year,draft,team,league,games_played,games_started,rushing_attempts,total_yards,yards_per_attempt,rushing_td,yards_per_game
726,Frank Patrick,1970,1972,10-251,GNB,NFL,4,0,2,5,2.50,0,1.3
727,Todd Philcox,1990,1997,,TOT,NFL,15,5,4,5,1.25,1,0.3
728,Solly Sherman,1939,1940,18-166,CHI,NFL,14,3,11,5,0.45,0,0.4
729,Ronnie Lee South,1968,1968,5-115,NOR,NFL,4,,4,5,1.25,0,1.3
730,Walter Briggs,1987,1987,,NYJ,NFL,1,0,1,4,4.00,0,4.0
731,Mike Ernst,1972,1973,,TOT,NFL,2,0,1,4,4.00,0,2.0
732,Doug Gaynor,1986,1986,4-99,CIN,NFL,1,0,1,4,4.00,0,4.0
733,Jared Lorenzen,2006,2007,,NYG,NFL,4,0,2,4,2.00,0,1.0
734,Brian McClure,1987,1987,12-313,BUF,NFL,1,1,2,4,2.00,0,4.0
735,Jim Miller,1995,2002,6-178,TOT,NFL,37,27,55,4,0.07,0,0.1
736,Nick Sacrinty,1947,1947,17-172,CHI,NFL,11,,4,4,1.00,0,0.4
737,Bob Trocolor,1942,1944,,TOT,NFL,14,,35,4,0.11,0,0.3
738,Arnie Galiffa,1953,1954,18-225,TOT,NFL,7,1,6,3,0.50,0,0.4
739,Don Horn,1967,1974,1-25,TOT,NFL,57,15,18,3,0.17,1,0.1
740,Ken Karcher,1987,1988,,DEN,NFL,4,3,9,3,0.33,0,0.8
741,Val Keckin,1962,1962,11-152,SDG,AFL,6,,1,3,3.00,0,0.5
742,Hal Ledyard,1953,1953,9-104,SFO,NFL,10,,1,3,3.00,0,0.3
743,Charlie Milstead,1960,1961,14-160,OTI,AFL,22,,3,3,1.00,0,0.1
744,Jordan Palmer,2008,2014,6-205,TOT,NFL,5,0,2,3,1.50,0,0.6
745,Tim Riordan,1987,1987,3-73,NOR,NFL,1,0,1,3,3.00,0,3.0
746,Charley Sarratt,1948,1948,12-101,DET,NFL,8,1,3,3,1.00,0,0.4
747,Brett Basanez,2006,2006,,CAR,NFL,1,0,1,2,2.00,0,2.0
748,Rich Campbell,1981,1984,1-6,GNB,NFL,7,0,2,2,1.00,0,0.3
749,Brad Goebel,1991,1994,,TOT,NFL,7,2,1,2,2.00,0,0.3
750,Mike Loyd,1980,1980,,CRD,NFL,5,1,6,2,0.33,0,0.4
751,Perry Moss,1948,1948,13-111,GNB,NFL,6,1,5,2,0.40,0,0.3
752,Don Panciera,1949,1952,4-41,TOT,TOT,26,13,14,2,0.14,0,0.1
753,Steve Sloan,1966,1967,11-156,ATL,NFL,8,1,1,2,2.00,0,0.3
754,Scott Tinsley,1987,1987,,PHI,NFL,3,3,4,2,0.50,0,0.7
755,David Blough,2019,2019,,DET,NFL,1,1,1,1,1.00,0,1.0
756,Trevone Boykin,2016,2016,,SEA,NFL,5,0,8,1,0.13,0,0.2
757,Will Cureton,1975,1975,,CLE,NFL,1,1,1,1,1.00,0,1.0
758,Bob DeMoss,1949,1949,2-13,NYY,NFL,3,,5,1,0.20,0,0.3
759,Bill Glenn,1944,1944,17-159,CHI,NFL,2,,1,1,1.00,0,0.5
760,Chris Greisen,1999,2000,7-239,CRD,NFL,5,0,1,1,1.00,0,0.2
761,Terry Nugent,1987,1987,6-158,CLT,NFL,1,0,2,1,0.50,0,1.0
762,Bob Schweickert,1965,1967,3-29 4-28AFL,NYJ,AFL,6,0,1,1,1.00,0,0.2
763,Bob Scrabis,1960,1962,,NYJ,AFL,24,,1,1,1.00,1,0.0
764,Don Allard,1961,1962,1-4,TOT,AFL,5,0,0,0,,0,0.0
765,Billy Guy Anderson,1967,1967,19-261,OTI,AFL,8,0,0,0,,0,0.0
766,Kent Austin,1986,1986,12-312,CRD,NFL,16,0,1,0,0.00,0,0.0
767,Richard Badar,1967,1967,,PIT,NFL,1,0,0,0,,0,0.0
768,Pat Barnes,1999,1999,4-110,SFO,NFL,1,0,0,0,,0,0.0
769,Greg Barton,1969,1969,9-229,DET,NFL,1,,0,0,,0,0.0
770,Guy Benjamin,1978,1983,2-51,TOT,NFL,19,0,3,0,0.00,0,0.0
771,Matt Blanchard,2012,2014,,TOT,NFL,0,,0,0,,0,
772,Ed Blount,1987,1987,,SFO,NFL,1,0,1,0,0.00,0,0.0
773,Matt Blundin,1993,1997,2-40,TOT,NFL,3,0,0,0,,0,0.0
774,John Borton,1957,1957,13-157,CLE,NFL,5,,0,0,,0,0.0
775,Charlie Brackins,1955,1955,16-185,GNB,NFL,7,,0,0,,0,0.0
776,Craig Bradshaw,1980,1980,7-182,OTI,NFL,2,0,0,0,,0,0.0
777,Tom Brandstater,2011,2011,6-174,RAM,NFL,1,0,0,0,,0,0.0
778,Tyler Bray,2014,2017,,KAN,NFL,1,0,1,0,0.00,0,0.0
779,Levi Brown,2010,2010,7-209,BUF,NFL,1,0,0,0,,0,0.0
780,Johnny Bryan,1922,1927,,TOT,NFL,57,34,0,0,,7,0.0
781,Ed Burns,1979,1980,,NOR,NFL,18,0,0,0,,0,0.0
782,Mike Busch,1987,1987,,NYG,NFL,2,1,0,0,,0,0.0
783,Joe Callahan,2017,2017,,GNB,NFL,1,0,0,0,,0,0.0
784,Rudy Carpenter,2011,2011,,TAM,NFL,1,0,0,0,,0,0.0
785,Ernie Case,1947,1947,1-6,BCL,AAFC,14,10,1,0,0.00,0,0.0
786,Ed Chlebek,1963,1963,,NYJ,AFL,2,,0,0,,0,0.0
787,Bryan Clark,1984,1984,9-251,CIN,NFL,1,0,0,0,,0,0.0
788,Tom Clements,1980,1980,,KAN,NFL,1,0,2,0,0.00,0,0.0
789,B.J. Coleman,2012,2012,7-243,GNB,NFL,,,0,0,,0,
790,Connor Cook,2016,2016,4-100,RAI,NFL,1,0,0,0,,0,0.0
791,Russ Cotton,1942,1942,13-113,PIT,NFL,11,,0,0,,0,0.0
792,Dominique Davis,2012,2014,,TOT,NFL,2,0,0,0,,0,0.0
793,Benjy Dial,1967,1967,13-188,PHI,NFL,1,,0,0,,0,0.0
794,Tom Dimitroff,1960,1960,25-294,NWE,AFL,3,,0,0,,0,0.0
795,Bill Donckers,1976,1977,,CRD,NFL,6,0,0,0,,0,0.0
796,Paddy Driscoll,1920,1929,,TOT,TOT,118,103,0,0,,25,0.0
797,Tom Duniven,1977,1977,6-160,OTI,NFL,1,0,0,0,,0,0.0
798,Zac Dysert,2014,2014,7-234,DEN,NFL,0,,0,0,,0,
799,Mike Elkins,1989,1989,2-32,KAN,NFL,1,0,0,0,,0,0.0
800,Luke Falk,2019,2019,6-199,NYJ,NFL,3,2,0,0,,0,0.0
801,Dick Flowers,1953,1953,,CLT,NFL,1,,0,0,,0,0.0
802,Brendan Folmar,1987,1987,,DET,NFL,1,0,0,0,,0,0.0
803,Jeff Francis,1990,1990,6-140,CLE,NFL,1,0,0,0,,0,0.0
804,Bill Garnaas,1946,1948,6-44,PIT,NFL,26,3,0,0,,0,0.0
805,Don Gault,1970,1970,,CLE,NFL,2,1,0,0,,0,0.0
806,Joe Germaine,1999,1999,4-101,RAM,NFL,3,0,3,0,0.00,0,0.0
807,Sonny Gibbs,1964,1964,2-18 14-106AFL,DET,NFL,2,,0,0,,0,0.0
808,Willie Gillus,1987,1987,,GNB,NFL,1,0,0,0,,0,0.0
809,Garrett Grayson,2015,2015,3-75,NOR,NFL,1,0,0,0,,0,0.0
810,Charlie Green,1966,1966,13-103 13-103AFL,RAI,AFL,14,,0,0,,0,0.0
811,Ryan Griffin,2014,2014,,NOR,NFL,0,,0,0,,0,
812,Andy Hall,2005,2005,6-185,PHI,NFL,1,0,0,0,,0,0.0
813,Jim Haluska,1956,1956,30-354,CHI,NFL,5,,0,0,,0,0.0
814,Gibran Hamdan,2003,2003,7-232,WAS,NFL,1,0,0,0,,0,0.0
815,Kim Hammond,1968,1969,6-142,TOT,AFL,6,,1,0,0.00,0,0.0
816,Chandler Harnish,2012,2014,7-253,TOT,NFL,0,,0,0,,0,
817,Mark Hartsell,2000,2000,,CHI,NFL,1,0,0,0,,0,0.0
818,Dan Henning,1966,1966,,SDG,AFL,1,0,0,0,,0,0.0
819,Rob Hertel,1978,1978,5-131,CIN,NFL,3,0,1,0,0.00,0,0.0
820,Bob Hewko,1983,1983,,TAM,NFL,2,0,0,0,,0,0.0
821,Dick Horn,1958,1958,17-194,CLT,NFL,5,,0,0,,0,0.0
822,Marty Horn,1987,1987,,PHI,NFL,1,0,1,0,0.00,0,0.0
823,Arnie Horween,1921,1924,,CRD,TOT,32,24,0,0,,4,0.0
824,Doug Hudson,1987,1987,7-186,KAN,NFL,1,1,1,0,0.00,0,0.0
825,David Jaynes,1974,1974,3-66,KAN,NFL,2,0,1,0,0.00,0,0.0
826,Neal Jeffrey,1976,1976,17-423,SDG,NFL,5,0,1,0,0.00,0,0.0
827,Jimmy Jemail,1921,1921,,NG1,APFA,1,1,0,0,,0,0.0
828,Steve Joachim,1976,1976,7-160,NYJ,NFL,1,0,0,0,,0,0.0
829,Al Johnson,1948,1948,14-121,PHI,NFL,5,,0,0,,0,0.0
830,Bill Joyce,1920,1920,,DHR,APFA,1,1,0,0,,0,0.0
831,Mike Kafka,2011,2014,4-122,TOT,NFL,4,0,3,0,0.00,0,0.0
832,Kliff Kingsbury,2005,2005,6-201,NYJ,NFL,1,0,0,0,,0,0.0
833,G.J. Kinne,2014,2014,,PHI,NFL,0,,0,0,,0,
834,Perry Klein,1994,1994,4-111,ATL,NFL,2,0,0,0,,0,0.0
835,Greg Knafelc,1983,1983,,NOR,NFL,6,0,0,0,,0,0.0
836,Jeff Knapple,1980,1980,,DEN,NFL,2,0,6,0,0.00,0,0.0
837,Ronnie Knox,1957,1957,3-37,CHI,NFL,1,0,0,0,,0,0.0
838,John Ksionzyk,1947,1947,,RAM,NFL,3,,0,0,,0,0.0
839,Irv Kupcinet,1935,1935,,PHI,NFL,2,1,0,0,,0,0.0
840,Porter Lainhart,1933,1933,,PHI,NFL,1,,0,0,,0,0.0
841,Bernie Lee,1938,1938,,2TM,NFL,5,1,0,0,,0,0.0
842,Dave Leggett,1955,1955,7-74,CRD,NFL,4,,0,0,,0,0.0
843,Seth Lobato,2014,2014,,MIA,NFL,0,,0,0,,0,
844,Lou Mahrt,1926,1927,,DAY,NFL,8,8,0,0,,0,0.0
845,Mark Manges,1978,1978,4-105,CRD,NFL,1,0,0,0,,0,0.0
846,Ralph Marston,1929,1929,,PTB,NFL,1,1,0,0,,0,0.0
847,Monte McGuire,1987,1987,,DEN,NFL,2,0,0,0,,0,0.0
848,Pete Mikolajewski,1969,1969,,SDG,AFL,1,,0,0,,0,0.0
849,Scott Milanovich,1996,1996,,TAM,NFL,1,0,0,0,,0,0.0
850,Mark Miller,1987,1987,,BUF,NFL,1,0,0,0,,0,0.0
851,Stephen Morris,2014,2014,,JAX,NFL,0,,0,0,,0,
852,Dennis Morrison,1974,1974,14-357,SFO,NFL,3,2,1,0,0.00,0,0.0
853,George Munns,1921,1921,,CCL,APFA,4,4,0,0,,0,0.0
854,Tyler Murphy,2015,2015,,PIT,NFL,2,0,0,0,,0,0.0
855,Aaron Murray,2014,2014,5-163,KAN,NFL,0,,0,0,,0,
856,Tom Myers,1965,1966,4-46 12-89AFL,DET,NFL,2,,0,0,,0,0.0
857,John Navarre,2004,2005,7-202,CRD,NFL,2,1,0,0,,0,0.0
858,Dick Norman,1961,1961,5-57 5-36AFL,CHI,NFL,3,0,0,0,,0,0.0
859,Mike Nott,1976,1976,,KAN,NFL,1,0,0,0,,0,0.0
860,Pard Pearce,1920,1925,,TOT,TOT,42,19,0,0,,2,0.0
861,Mike Perrie,1939,1939,17-153,RAM,NFL,2,0,0,0,,0,0.0
862,Tony Pike,2010,2010,6-204,CAR,NFL,1,0,0,0,,0,0.0
863,Wally Richardson,1998,1998,7-234,RAV,NFL,1,0,1,0,0.00,0,0.0
864,Archie Roberts,1967,1967,7-51 7-51AFL,MIA,AFL,1,,0,0,,0,0.0
865,Tony Robinson,1987,1987,,WAS,NFL,1,0,2,0,0.00,0,0.0
866,Milt Romney,1923,1928,,TOT,NFL,73,41,0,0,,5,0.0
867,Jeff Rowe,2007,2007,5-151,CIN,NFL,2,0,0,0,,0,0.0
868,Jake Rudock,2017,2017,6-191,DET,NFL,3,0,0,0,,0,0.0
869,Benny Russell,1968,1968,17-252,BUF,AFL,1,,0,0,,0,0.0
870,Tony Sacca,1992,1992,2-46,CRD,NFL,2,0,0,0,,0,0.0
871,Frank Santora,1944,1944,,BYK,NFL,1,,0,0,,0,0.0
872,Henry Schichtle,1964,1964,6-81,NYG,NFL,1,0,0,0,,0,0.0
873,Nick Scollard,1946,1949,2-12,TOT,NFL,47,28,0,0,,0,0.0
874,Nick Sebek,1950,1950,25-248,WAS,NFL,2,,0,0,,0,0.0
875,Joe Shield,1986,1986,11-294,GNB,NFL,3,0,0,0,,0,0.0
876,Rusty Smith,2010,2012,6-176,OTI,NFL,3,1,0,0,,0,0.0
877,Loren Snyder,1987,1987,,DAL,NFL,2,0,2,0,0.00,0,0.0
878,Brad Sorensen,2014,2014,7-221,2TM,NFL,0,,0,0,,0,
879,Jim Sorgi,2004,2009,6-193,CLT,NFL,16,0,31,0,0.00,0,0.0
880,Dennis Sproul,1978,1978,8-200,GNB,NFL,6,0,2,0,0.00,0,0.0
881,Scott Stankavage,1984,1987,,TOT,NFL,4,0,0,0,,0,0.0
882,Nick Stephens,2012,2012,,DAL,NFL,,,0,0,,0,
883,Dutch Sternaman,1920,1927,,CHI,TOT,93,67,0,0,,14,0.0
884,Joey Sternaman,1922,1930,,TOT,NFL,101,79,0,0,,20,0.0
885,Billy Stevens,1968,1969,3-67,GNB,NFL,3,,0,0,,0,0.0
886,Anton Stolfa,1939,1939,14-126,CHI,NFL,1,0,0,0,,0,0.0
887,Alex Tanney,2012,2015,,TOT,NFL,1,0,0,0,,0,0.0
888,Jim Bob Taylor,1983,1983,11-280,CLT,NFL,8,0,0,0,,0,0.0
889,Harry Theofiledes,1968,1968,,WAS,NFL,5,,3,0,0.00,0,0.0
890,Logan Thomas,2014,2019,4-120,TOT,NFL,38,7,0,0,,0,0.0
891,Kevin Thompson,2000,2000,,CLE,NFL,1,0,1,0,0.00,0,0.0
892,Willie Thrower,1953,1953,,CHI,NFL,1,,0,0,,0,0.0
893,Rick Trocano,1981,1982,11-292,CLE,NFL,8,0,0,0,,0,0.0
894,Dustin Vaughan,2014,2014,,DAL,NFL,0,,0,0,,0,
895,Marcus Vick,2006,2006,,MIA,NFL,1,0,0,0,,0,0.0
896,Jay Walker,1996,1997,7-198,MIN,NFL,1,0,0,0,,0,0.0
897,Casey Weldon,1993,1999,4-102,TOT,NFL,26,0,12,0,0.00,1,0.0
898,Mike Wells,1977,1977,4-80,CIN,NFL,7,0,0,0,,0,0.0
899,Keith Wenning,2014,2014,6-194,RAV,NFL,0,,0,0,,0,
900,Tory Woodbury,2001,2002,,NYJ,NFL,12,0,0,0,,0,0.0
901,Scott Woolf,1987,1987,,RAI,NFL,1,0,0,0,,0,0.0
902,Fred Wyant,1956,1956,3-36,WAS,NFL,10,,0,0,,0,0.0
903,Kerwin Bell,1996,1996,7-180,CLT,NFL,1,0,1,-1,-1.00,0,-1.0
904,Michael Bishop,2000,2000,7-227,NWE,NFL,8,0,7,-1,-0.14,0,-0.1
905,King Corcoran,1968,1968,,NWE,AFL,2,,1,-1,-1.00,0,-0.5
906,Bill Demory,1973,1974,,NYJ,NFL,7,3,4,-1,-0.25,0,-0.1
907,Joe DiVito,1968,1968,,DEN,AFL,3,,1,-1,-1.00,0,-0.3
908,Mark Herrmann,1982,1992,4-98,TOT,NFL,40,12,35,-1,-0.03,1,0.0
909,Todd Husak,2000,2000,6-202,WAS,NFL,1,0,1,-1,-1.00,0,-1.0
910,Cardale Jones,2016,2016,4-139,BUF,NFL,1,0,1,-1,-1.00,0,-1.0
911,Chad Kelly,2018,2018,7-253,DEN,NFL,1,0,1,-1,-1.00,0,-1.0
912,Eric Kresser,1998,1998,,CIN,NFL,2,0,1,-1,-1.00,0,-0.5
931,Bobby Garrett,1954,1954,1-1,GNB,NFL,9,,1,-3,-3.00,0,-0.3
932,Pete Gonzalez,1999,1999,,PIT,NFL,1,0,2,-3,-1.50,0,-3.0
933,Graham Harrell,2012,2012,,GNB,NFL,4,0,4,-3,-0.75,0,-0.8
934,Ryan Nassib,2014,2015,4-110,NYG,NFL,5,0,2,-3,-1.50,0,-0.6
935,Vince Oliver,1945,1945,,CRD,NFL,3,1,11,-3,-0.27,0,-1.0
936,Jon Brittenum,1968,1968,,SDG,AFL,14,,2,-4,-2.00,0,-0.3
937,Mike Buck,1991,1995,6-156,TOT,NFL,12,1,5,-4,-0.80,0,-0.3
938,Scott Covington,1999,2002,7-245,TOT,NFL,4,1,2,-4,-2.00,0,-1.0
939,Jerry Golsteyn,1977,1983,12-333,TOT,NFL,21,9,10,-4,-0.40,0,-0.2
940,Dean May,1984,1987,5-138,TOT,NFL,5,0,2,-4,-2.00,0,-0.8
941,Sean Renfree,2014,2015,7-249,ATL,NFL,2,0,1,-4,-4.00,0,-2.0
942,Bev Wallace,1947,1951,,TOT,TOT,24,1,6,-4,-0.67,1,-0.2
943,John Walton,1976,1979,,PHI,NFL,15,0,10,-4,-0.40,0,-0.3
944,Bob Bleier,1987,1987,,NWE,NFL,3,2,5,-5,-1.00,1,-1.7
945,Mike Cherry,1997,1998,6-171,NYG,NFL,2,0,4,-5,-1.25,0,-2.5
946,Rohan Davey,2002,2004,4-117,NWE,NFL,7,0,6,-5,-0.83,0,-0.7
947,Maury Duncan,1954,1955,,SFO,NFL,17,,1,-5,-5.00,0,-0.3
948,Max Hall,2010,2010,,CRD,NFL,6,3,1,-5,-5.00,0,-0.8
949,Ryan Mallett,2012,2017,3-74,TOT,NFL,21,8,28,-5,-0.18,1,-0.2
950,Ingle Martin,2006,2006,5-148,GNB,NFL,1,0,2,-5,-2.50,0,-5.0
951,Cary Conklin,1992,1995,4-86,TOT,NFL,7,2,5,-6,-1.20,0,-0.9
952,Bob Leahy,1971,1971,,PIT,NFL,1,0,1,-6,-6.00,0,-6.0
953,Kevin O'Connell,2008,2008,3-94,NWE,NFL,2,0,3,-6,-2.00,0,-3.0
954,Mike Quinn,1997,1998,,TOT,NFL,4,0,5,-6,-1.20,0,-1.5
955,Todd Whitten,1987,1987,,NWE,NFL,1,0,2,-6,-3.00,0,-6.0
956,Tim Boyle,2019,2019,,GNB,NFL,3,0,5,-7,-1.40,0,-2.3
957,Ogden Compton,1955,1955,,CRD,NFL,9,1,6,-8,-1.33,0,-0.9
958,Tom Farris,1946,1948,11-99,TOT,TOT,33,3,17,-9,-0.53,0,-0.3
959,Shawn Halloran,1987,1987,,CRD,NFL,3,2,3,-9,-3.00,0,-3.0
960,Don Klosterman,1952,1952,3-26,RAM,NFL,2,,1,-9,-9.00,0,-4.5
961,Tom O'Malley,1950,1950,,GNB,NFL,1,,1,-9,-9.00,0,-9.0
962,Ron Smith,1965,1966,10-131 23-184AFL,TOT,NFL,10,8,4,-9,-2.25,0,-0.9
963,Bob Clatterbuck,1954,1960,27-316,TOT,TOT,19,4,26,-10,-0.38,1,-0.5
964,Jim Druckenmiller,1997,1998,1-26,SFO,NFL,6,1,13,-10,-0.77,0,-1.7
965,Bill Musgrave,1991,1996,4-106,TOT,NFL,12,1,19,-11,-0.58,0,-0.9
966,Matt Gutierrez,2007,2009,,TOT,NFL,6,0,5,-13,-2.60,0,-2.2
967,Sean Mannion,2015,2019,3-89,TOT,NFL,11,1,19,-14,-0.74,0,-1.3
968,Angelo Bertelli,1946,1948,1-1,TOT,AAFC,16,5,14,-15,-1.07,1,-0.9
969,Brock Berlin,2007,2008,,RAM,NFL,2,1,3,-16,-5.33,0,-8.0
970,Scott Gudmundson,1944,1945,,BYK,NFL,17,4,37,-17,-0.46,0,-1.0
971,Landry Jones,2013,2017,4-115,PIT,NFL,19,5,19,-19,-1.00,0,-1.0
972,Ed Luther,1980,1984,4-101,SDG,NFL,61,9,20,-19,-0.95,0,-0.3
973,Nick Mullens,2018,2019,,SFO,NFL,9,8,21,-19,-0.90,0,-2.1
974,Ken Holley,1946,1946,,MSA,AAFC,5,,2,-22,-11.00,0,-4.4
975,George Izo,1960,1966,1-2,TOT,NFL,26,6,10,-23,-2.30,0,-0.9
976,Paul Christman,1945,1950,2-13,TOT,NFL,61,23,85,-26,-0.31,8,-0.4
977,Young Bussey,1941,1941,20-187,CHI,NFL,10,,13,-27,-2.08,0,-2.7
978,Allie Sherman,1943,1947,,PHI,NFL,51,1,93,-44,-0.47,4,-0.9
979,Jimmy Tarrant,1946,1946,,MSA,AAFC,4,1,5,-46,-9.20,0,-11.5
980,Foster Watkins,1940,1941,15-134,PHI,NFL,20,1,29,-65,-2.24,0,-3.3
981,Bernie Masterson,1934,1940,,CHI,NFL,72,37,108,-69,-0.64,6,-1.0
982,Paul Governali,1946,1948,1-4,TOT,NFL,32,5,79,-83,-1.05,4,-2.6
983,Marion Pugh,1941,1946,3-16,TOT,TOT,24,12,77,-127,-1.65,2,-5.3
984,Davey O'Brien,1939,1940,1-4,PHI,NFL,22,19,208,-194,-0.93,2,-8.8
985,Sid Luckman,1939,1950,1-2,CHI,NFL,128,62,204,-239,-1.17,4,-1.9
1,Michael Vick,2001,2015,1-1,TOT,NFL,143,115,873,6109,7.00,36,42.7
2,Randall Cunningham,1985,2001,2-37,TOT,NFL,161,135,775,4928,6.36,35,30.6
3,Cam Newton,2011,2019,1-1,CAR,NFL,125,124,934,4806,5.15,58,38.4
4,Tom Matte,1961,1972,1-7 5-37AFL,CLT,NFL,142,91,1200,4646,3.87,45,32.7
5,Steve Young,1985,1999,1-1,TOT,NFL,169,143,722,4239,5.87,43,25.1
369,Greg Cook,1969,1973,1-5,CIN,TOT,12,11,25,148,5.92,1,12.3
913,John McCormick,1962,1968,,TOT,TOT,51,15,10,-1,-0.10,0,0.0
914,Larry Miller,1987,1987,,MIN,NFL,2,0,1,-1,-1.00,0,-0.5
915,Kellen Moore,2012,2015,,TOT,NFL,3,2,2,-1,-0.50,0,-0.3
916,Brian St. Pierre,2004,2010,5-163,TOT,NFL,3,1,5,-1,-0.20,0,-0.3
917,Mark Vlasic,1987,1991,4-88,TOT,NFL,15,4,4,-1,-0.25,0,-0.1
918,Matt Barkley,2013,2019,4-98,TOT,NFL,13,7,15,-2,-0.13,0,-0.2
919,Bill Cappleman,1970,1973,2-51,TOT,NFL,8,0,1,-2,-2.00,0,-0.3
920,Bob Gambold,1953,1953,24-307,PHI,NFL,3,,2,-2,-1.00,0,-0.7
921,Garrett Gilbert,2014,2019,6-214,TOT,NFL,5,0,2,-2,-1.00,0,-0.4
922,Joe Hamilton,2000,2000,7-234,TAM,NFL,1,0,1,-2,-2.00,0,-2.0
923,Kyle Lauletta,2018,2018,4-108,NYG,NFL,2,0,1,-2,-2.00,0,-1.0
924,Terry Luck,1977,1977,,CLE,NFL,4,1,3,-2,-0.67,0,-0.5
925,Ron Meyer,1966,1966,7-107,PIT,NFL,4,,1,-2,-2.00,0,-0.5
926,Sandy Osiecki,1984,1984,,KAN,NFL,4,0,1,-2,-2.00,0,-0.5
927,Jarrett Stidham,2019,2019,4-133,NWE,NFL,3,0,2,-2,-1.00,0,-0.7
928,Steve Bradley,1987,1987,12-316,CHI,NFL,1,1,1,-3,-3.00,0,-3.0
929,Brian Brohm,2009,2010,2-56,BUF,NFL,3,2,3,-3,-1.00,0,-1.0
930,Chuck Clements,1997,1997,6-191,NYJ,NFL,1,0,2,-3,-1.50,0,-3.0
